from,to,cost
1204295,1204372,3425.8
1204295,1204384,4144.0
1204295,1204390,7845.7
1204295,1204395,4845.9
1204295,1204409,6009.6
1204295,1204436,9854.4
1204295,1210141,8346.6
1204295,1210841,9509.4
1204295,1210856,8473.6
1204295,1210872,7428.4
1204295,1210882,5675.8
1204295,1210895,5274.8
1204295,1210908,7774.6
1204295,1210909,6578.4
1204295,1210926,6936.9
1204295,1210974,8216.9
1204295,1210991,8717.0
1204295,1211075,8575.6
1204295,1213215,4986.7
1204295,1213229,4376.1
1204295,1219212,9568.3
1204295,1219213,9667.0
1204295,1219388,3435.6
1204295,1219403,3640.3
1204295,1219412,3630.9
1204295,1219436,4729.8
1204301,1204193,7052.6
1204301,1204198,9559.2
1204301,1204216,6219.8
1204301,1204230,7045.2
1204301,1204244,6644.7
1204301,1204255,5228.0
1204301,1204268,5184.3
1204301,1204273,2416.7
1204301,1204279,3826.0
1204301,1204290,176.6
1204301,1204295,3239.2
1204301,1204301,0.0
1204301,1204306,3424.8
1204301,1204316,4535.2
1204301,1204328,4816.3
1204301,1204340,5341.4
1204301,1204345,7601.2
1204301,1204372,6665.4
1204301,1204384,7383.6
1204301,1204395,8085.5
1204301,1204409,9249.2
1204301,1210841,6604.3
1204301,1210856,5568.6
1204301,1210872,4523.4
1204301,1210882,2770.7
1204301,1210895,8514.4
1204301,1210908,4869.5
1204301,1210909,3673.3
1204301,1210926,10176.5
1204301,1213215,2081.6
1204301,1213229,1471.0
1204301,1219388,6675.1
1204301,1219403,6879.9
1204301,1219412,6870.4
1204301,1219436,7969.3
1204306,1204193,9772.1
1204306,1204216,8939.3
1204306,1204230,9764.8
1204306,1204244,9364.2
1204306,1204255,7947.5
1204306,1204268,7903.8
1204306,1204273,5136.2
1204306,1204279,6545.5
1204306,1204290,2896.1
1204306,1204295,5958.7
1204306,1204301,2719.2
1204306,1204306,0.0
1204306,1204316,1110.2
1204306,1204328,1391.2
1204306,1204340,1916.3
1204306,1204345,4176.1
1204306,1204372,3240.3
1204306,1204384,3958.5
1204306,1204390,7660.1
1204306,1204395,4660.4
1204306,1204409,5824.1
1204306,1204436,9668.8
1204306,1204447,10752.4
1204306,1204453,11913.3
1204306,1210141,8161.0
1204306,1210841,9323.9
1204306,1210856,8288.1
1204306,1210872,7242.9
1204306,1210882,5490.3
1204306,1210895,5089.3
1204306,1210908,7589.0
1204306,1210909,6392.9
1204306,1210926,6751.4
1204306,1210974,8031.4
1204306,1210991,8531.5
1204306,1210993,10576.2
1204306,1211075,8390.1
1204306,1211107,12084.6
1204306,1213215,4801.2
1204306,1213229,4190.5
1204306,1218847,10453.7
1204306,1218848,10777.7
1204306,1219212,9382.8
1204306,1219213,9481.5
1204306,1219388,3250.0
1204306,1219403,3454.8
1204306,1219412,3445.4
1204306,1219436,4544.3
1204316,1204255,10218.7
1204316,1204268,10175.0
1204316,1204273,7407.4
1204316,1204279,8816.7
1204316,1204290,5167.2
1204316,1204295,8229.9
1204316,1204301,4990.4
1204316,1204306,8415.5
1204316,1204316,0.0
1204316,1204328,280.8
1204316,1204340,805.9
1204316,1204345,3065.7
1204316,1204372,2129.9
1204316,1204384,2848.1
1204316,1204390,6549.7
1204316,1204395,3550.0
1204316,1204409,4713.7
1204316,1204436,8558.4
1204316,1204447,9641.9
1204316,1204453,10802.8
1204316,1210141,7050.6
1204316,1210872,9514.1
1204316,1210882,7761.4
1204316,1210895,3978.9
1204316,1210908,9860.2
1204316,1210909,8664.0
1204316,1210926,5641.0
1204316,1210972,9967.3
1204316,1210974,6920.9
1204316,1210991,7421.1
1204316,1210993,9465.8
1204316,1211075,7279.7
1204316,1211107,10974.1
1204316,1213215,7072.3
1204316,1213229,6461.7
1204316,1218847,9343.3
1204316,1218848,9667.3
1204316,1219212,8272.4
1204316,1219213,8371.1
1204316,1219388,2139.6
1204316,1219403,2344.4
1204316,1219412,2334.9
1204316,1219436,3433.8
1204328,1204255,9937.9
1204328,1204268,9894.1
1204328,1204273,7126.5
1204328,1204279,8535.9
1204328,1204290,4886.4
1204328,1204295,7949.1
1204328,1204301,4709.6
1204328,1204306,8134.7
1204328,1204316,9245.1
1204328,1204328,0.0
1204328,1204340,525.1
1204328,1204345,2784.8
1204328,1204372,1849.0
1204328,1204384,2567.2
1204328,1204390,6268.9
1204328,1204395,3269.1
1204328,1204409,4432.8
1204328,1204436,8277.6
1204328,1204447,9361.1
1204328,1204453,10522.0
1204328,1210141,6769.8
1204328,1210856,10278.4
1204328,1210872,9233.2
1204328,1210882,7480.6
1204328,1210895,3698.0
1204328,1210908,9579.4
1204328,1210909,8383.2
1204328,1210926,5360.2
1204328,1210972,9686.5
1204328,1210974,6640.1
1204328,1210991,7140.3
1204328,1210993,9185.0
1204328,1211075,6998.8
1204328,1211107,10693.3
1204328,1213215,6791.5
1204328,1213229,6180.9
1204328,1218847,9062.5
1204328,1218848,9386.4
1204328,1219212,7991.5
1204328,1219213,8090.2
1204328,1219388,1858.8
1204328,1219403,2063.5
1204328,1219412,2054.1
1204328,1219436,3153.0
1204340,1204216,10404.4
1204340,1204255,9412.7
1204340,1204268,9368.9
1204340,1204273,6601.4
1204340,1204279,8010.7
1204340,1204290,4361.2
1204340,1204295,7423.9
1204340,1204301,4184.4
1204340,1204306,7609.5
1204340,1204316,8719.9
1204340,1204328,3141.0
1204340,1204340,0.0
1204340,1204345,2259.6
1204340,1204372,1323.9
1204340,1204384,2042.0
1204340,1204390,5743.7
1204340,1204395,2744.0
1204340,1204409,3907.7
1204340,1204436,7752.4
1204340,1204447,8835.9
1204340,1204453,9996.8
1204340,1210141,6244.6
1204340,1210856,9753.3
1204340,1210872,8708.1
1204340,1210882,6955.4
1204340,1210895,3172.9
1204340,1210908,9054.2
1204340,1210909,7858.0
1204340,1210926,4835.0
1204340,1210972,9161.3
1204340,1210974,6114.9
1204340,1210991,6615.1
1204340,1210993,8659.8
1204340,1211075,6473.7
1204340,1211107,10168.1
1204340,1213215,6266.3
1204340,1213229,5655.7
1204340,1218847,8537.3
1204340,1218848,8861.3
1204340,1219212,7466.4
1204340,1219213,7565.1
1204340,1219388,1333.6
1204340,1219403,1538.4
1204340,1219412,1528.9
1204340,1219436,2627.8
1204345,1204193,8977.4
1204345,1204216,8144.6
1204345,1204230,8970.1
1204345,1204244,8569.5
1204345,1204255,7152.8
1204345,1204268,7109.1
1204345,1204273,4341.5
1204345,1204279,5750.8
1204345,1204290,2101.4
1204345,1204295,5164.0
1204345,1204301,1924.5
1204345,1204306,5349.6
1204345,1204316,6460.1
1204345,1204328,1299.9
1204345,1204340,1515.1
1204345,1204345,0.0
1204345,1204372,2839.1
1204345,1204384,3557.3
1204345,1204390,7258.9
1204345,1204395,4259.2
1204345,1204409,5422.9
1204345,1204436,9267.6
1204345,1204447,10351.2
1204345,1204453,11512.1
1204345,1210141,7759.8
1204345,1210841,8529.2
1204345,1210856,7493.4
1204345,1210872,6448.2
1204345,1210882,4695.6
1204345,1210895,913.0
1204345,1210908,6794.3
1204345,1210909,5598.2
1204345,1210926,6350.2
1204345,1210974,7630.2
1204345,1210991,8130.3
1204345,1210993,10175.1
1204345,1211075,7988.9
1204345,1211107,11683.4
1204345,1213215,4006.5
1204345,1213229,3395.8
1204345,1218847,10052.5
1204345,1219212,8981.6
1204345,1219213,9080.3
1204345,1219388,2848.9
1204345,1219403,3053.6
1204345,1219412,3044.2
1204345,1219436,4143.1
1204372,1204290,9309.0
1204372,1204301,9132.2
1204372,1204328,8423.2
1204372,1204340,8722.8
1204372,1204345,7207.4
1204372,1204372,0.0
1204372,1204384,718.0
1204372,1204390,4419.7
1204372,1204395,1419.9
1204372,1204409,2583.6
1204372,1204436,6428.4
1204372,1204447,7511.9
1204372,1204453,8672.8
1204372,1204472,9642.3
1204372,1208701,9912.3
1204372,1208760,10471.0
1204372,1210141,4920.6
1204372,1210440,9206.7
1204372,1210895,8120.6
1204372,1210926,3510.9
1204372,1210972,7837.2
1204372,1210974,4790.9
1204372,1210991,5291.0
1204372,1210993,7335.8
1204372,1211075,5149.6
1204372,1211107,8844.1
1204372,1211829,10176.2
1204372,1213229,10603.5
1204372,1218847,7213.2
1204372,1218848,7537.2
1204372,1219212,6142.3
1204372,1219213,6241.0
1204372,1219388,10056.5
1204372,1219403,6486.1
1204372,1219412,6476.7
1204372,1219436,7360.7
1204384,1204290,8590.8
1204384,1204301,8414.0
1204384,1204328,7705.1
1204384,1204340,8004.6
1204384,1204345,6489.3
1204384,1204372,9328.6
1204384,1204384,0.0
1204384,1204390,3701.5
1204384,1204395,701.8
1204384,1204409,1865.5
1204384,1204436,5710.2
1204384,1204442,10892.7
1204384,1204447,6793.7
1204384,1204453,7954.6
1204384,1204472,8924.1
1204384,1204486,9886.7
1204384,1204501,10353.1
1204384,1208701,9194.1
1204384,1208760,9752.8
1204384,1208886,10469.7
1204384,1210141,4202.4
1204384,1210440,8488.5
1204384,1210895,7402.5
1204384,1210926,2792.8
1204384,1210972,7119.1
1204384,1210974,4072.7
1204384,1210991,4572.9
1204384,1210993,6617.6
1204384,1211075,4431.5
1204384,1211107,8125.9
1204384,1211829,9458.0
1204384,1213229,9885.3
1204384,1218847,6495.1
1204384,1218848,6819.1
1204384,1219212,5424.2
1204384,1219213,5522.9
1204384,1219388,9338.3
1204384,1219403,5768.0
1204384,1219412,5758.5
1204384,1219436,6642.5
1204390,1204216,10931.9
1204390,1204255,9940.1
1204390,1204268,9896.4
1204390,1204273,7128.8
1204390,1204279,8538.1
1204390,1204290,4888.7
1204390,1204295,7951.4
1204390,1204301,4711.9
1204390,1204306,8137.0
1204390,1204316,9247.4
1204390,1204328,4087.2
1204390,1204340,4302.5
1204390,1204345,2787.1
1204390,1204372,5626.4
1204390,1204384,3505.6
1204390,1204390,0.0
1204390,1204395,4207.5
1204390,1204409,5371.2
1204390,1204436,9216.0
1204390,1204447,10299.5
1204390,1204453,11460.4
1204390,1210141,7708.2
1204390,1210856,10280.7
1204390,1210872,9235.5
1204390,1210882,7482.9
1204390,1210895,3700.3
1204390,1210908,9581.7
1204390,1210909,8385.5
1204390,1210926,6298.5
1204390,1210972,10624.8
1204390,1210974,7578.5
1204390,1210991,8078.6
1204390,1210993,10123.4
1204390,1211075,729.9
1204390,1211107,11631.7
1204390,1213215,6793.8
1204390,1213229,6183.2
1204390,1218847,10000.8
1204390,1218848,10324.8
1204390,1219212,8929.9
1204390,1219213,9028.6
1204390,1219388,5636.2
1204390,1219403,2065.8
1204390,1219412,2056.4
1204390,1219436,3510.6
1204395,1204273,10128.9
1204395,1204290,7888.7
1204395,1204295,10951.4
1204395,1204301,7711.9
1204395,1204328,7003.0
1204395,1204340,7302.5
1204395,1204345,5787.2
1204395,1204372,8626.5
1204395,1204384,6389.6
1204395,1204390,2999.4
1204395,1204395,0.0
1204395,1204409,1163.4
1204395,1204436,5008.1
1204395,1204442,10190.6
1204395,1204447,6091.6
1204395,1204453,7252.5
1204395,1204472,8222.0
1204395,1204486,9184.6
1204395,1204501,9651.0
1204395,1208701,8492.0
1204395,1208760,9050.7
1204395,1208789,10384.7
1204395,1208886,9767.6
1204395,1208942,10748.8
1204395,1208944,11130.8
1204395,1210141,3500.3
1204395,1210440,7786.4
1204395,1210882,10482.9
1204395,1210895,6700.4
1204395,1210926,2090.7
1204395,1210972,6417.0
1204395,1210974,3370.6
1204395,1210991,3870.8
1204395,1210993,5915.5
1204395,1211075,3729.4
1204395,1211107,7423.8
1204395,1211829,8755.9
1204395,1213215,9793.8
1204395,1213229,9183.2
1204395,1213570,10600.5
1204395,1218847,5793.0
1204395,1218848,6117.0
1204395,1219212,4722.1
1204395,1219213,4820.8
1204395,1219388,8636.2
1204395,1219403,5065.9
1204395,1219412,5056.4
1204395,1219436,5940.4
1204409,1204290,9201.5
1204409,1204301,9024.6
1204409,1204328,8400.0
1204409,1204340,8615.2
1204409,1204345,7099.9
1204409,1204372,9939.2
1204409,1204384,7818.4
1204409,1204390,4312.1
1204409,1204395,6555.1
1204409,1204409,0.0
1204409,1204436,3844.4
1204409,1204442,9026.9
1204409,1204447,4928.0
1204409,1204453,6088.9
1204409,1204458,10577.3
1204409,1204472,7058.3
1204409,1204486,8020.9
1204409,1204501,8487.3
1204409,1204515,10367.5
1204409,1208701,7328.3
1204409,1208703,10071.8
1204409,1208758,9524.6
1204409,1208760,7887.1
1204409,1208789,9221.1
1204409,1208886,8603.9
1204409,1208942,9585.1
1204409,1208944,9967.1
1204409,1210141,2336.6
1204409,1210440,6622.7
1204409,1210895,8013.1
1204409,1210926,927.0
1204409,1210972,5253.3
1204409,1210974,2207.0
1204409,1210991,2707.1
1204409,1210993,4751.8
1204409,1211075,5042.1
1204409,1211107,6260.2
1204409,1211816,9932.5
1204409,1211829,7592.2
1204409,1213229,10495.9
1204409,1213570,9436.8
1204409,1218847,4629.3
1204409,1218848,4953.3
1204409,1219212,3558.4
1204409,1219213,3657.1
1204409,1219388,9948.9
1204409,1219403,6378.6
1204409,1219412,6369.1
1204409,1219436,7334.1
1204428,1204290,9340.3
1204428,1204301,9163.5
1204428,1204328,8538.9
1204428,1204340,8754.1
1204428,1204345,7238.8
1204428,1204372,10078.1
1204428,1204384,7957.3
1204428,1204390,4451.0
1204428,1204395,6694.0
1204428,1204409,7857.7
1204428,1204428,0.0
1204428,1204436,4252.9
1204428,1204442,9435.4
1204428,1204447,5336.4
1204428,1204453,6499.2
1204428,1204472,7466.8
1204428,1204486,8429.4
1204428,1204501,8895.8
1204428,1208701,7736.8
1204428,1208703,10480.3
1204428,1208758,9933.0
1204428,1208760,8295.5
1204428,1208789,9629.5
1204428,1208886,9012.4
1204428,1208942,9993.6
1204428,1208944,10375.6
1204428,1210141,2475.5
1204428,1210440,7031.2
1204428,1210895,8152.0
1204428,1210926,4876.0
1204428,1210972,1113.5
1204428,1210974,2615.4
1204428,1210991,3115.6
1204428,1210993,612.0
1204428,1211075,5181.0
1204428,1211107,6670.5
1204428,1211829,8000.7
1204428,1213570,9845.3
1204428,1218847,5019.4
1204428,1218848,5343.4
1204428,1219212,3948.5
1204428,1219213,4047.2
1204428,1219388,10087.8
1204428,1219403,6517.5
1204428,1219412,6508.0
1204428,1219436,7472.9
1204436,1204428,6753.0
1204436,1204436,0.0
1204436,1204442,5182.4
1204436,1204447,1083.4
1204436,1204458,6732.8
1204436,1204472,3213.8
1204436,1204478,9906.4
1204436,1204486,4176.4
1204436,1204501,4642.8
1204436,1204507,7623.7
1204436,1204515,6523.0
1204436,1204532,6910.9
1204436,1204538,9535.2
1204436,1204546,8778.5
1204436,1204559,9047.0
1204436,1204571,10212.6
1204436,1208701,3483.8
1204436,1208703,6227.3
1204436,1208758,5680.0
1204436,1208760,4042.5
1204436,1208789,5376.5
1204436,1208886,4759.4
1204436,1208941,10307.2
1204436,1208942,5740.6
1204436,1208943,9925.2
1204436,1208944,6122.6
1204436,1208945,9549.8
1204436,1209020,7356.0
1204436,1210141,9228.6
1204436,1210440,2778.2
1204436,1210441,6925.8
1204436,1210477,6464.0
1204436,1210478,6820.0
1204436,1210488,7869.7
1204436,1210523,8451.2
1204436,1210527,10244.6
1204436,1210543,9894.1
1204436,1210551,9738.0
1204436,1210560,9457.6
1204436,1210573,9788.4
1204436,1210582,10449.5
1204436,1210749,8312.2
1204436,1210972,7866.6
1204436,1210974,9368.5
1204436,1210991,9868.7
1204436,1210993,7365.1
1204436,1211816,6088.0
1204436,1211829,3747.7
1204436,1213570,5592.3
1204436,1213571,8504.7
1204436,1213699,10118.5
1204436,1213700,7840.3
1204442,1204301,10733.7
1204442,1204328,10109.1
1204442,1204340,10324.3
1204442,1204345,8809.0
1204442,1204384,9527.5
1204442,1204390,6021.2
1204442,1204395,8264.2
1204442,1204409,9427.9
1204442,1204428,1570.2
1204442,1204436,5823.1
1204442,1204442,0.0
1204442,1204447,2703.8
1204442,1204453,8069.5
1204442,1204458,8353.1
1204442,1204472,4834.1
1204442,1204486,5796.7
1204442,1204501,6263.1
1204442,1204507,9244.0
1204442,1204515,8143.3
1204442,1204532,8531.3
1204442,1204546,10398.8
1204442,1208701,5104.1
1204442,1208703,7847.6
1204442,1208758,7300.4
1204442,1208760,5662.9
1204442,1208789,6996.9
1204442,1208886,6379.7
1204442,1208942,7360.9
1204442,1208944,7742.9
1204442,1209020,8976.3
1204442,1210141,4045.7
1204442,1210440,4398.6
1204442,1210441,8546.1
1204442,1210477,8084.3
1204442,1210478,8440.3
1204442,1210488,9490.0
1204442,1210523,10071.6
1204442,1210749,9932.5
1204442,1210895,9722.2
1204442,1210926,6372.7
1204442,1210972,2683.7
1204442,1210974,4185.7
1204442,1210991,4685.8
1204442,1210993,2182.2
1204442,1211075,6751.2
1204442,1211107,8240.8
1204442,1211816,7708.3
1204442,1211829,5368.0
1204442,1213570,7212.6
1204442,1213571,10125.0
1204442,1213700,9460.6
1204442,1218847,6391.8
1204442,1218848,6715.8
1204442,1219212,5320.9
1204442,1219213,5419.6
1204442,1219403,8087.7
1204442,1219412,8078.2
1204442,1219436,9043.2
1204447,1204390,10120.2
1204447,1204428,5669.2
1204447,1204436,9922.1
1204447,1204442,4098.5
1204447,1204447,0.0
1204447,1204453,12168.5
1204447,1204458,5648.9
1204447,1204472,2129.9
1204447,1204478,8822.6
1204447,1204486,3092.5
1204447,1204501,3558.9
1204447,1204507,6539.9
1204447,1204515,5439.1
1204447,1204521,9976.3
1204447,1204532,5827.1
1204447,1204538,8451.3
1204447,1204546,7694.6
1204447,1204559,7963.2
1204447,1204565,10060.2
1204447,1204571,9128.7
1204447,1204586,9527.9
1204447,1208701,2399.9
1204447,1208703,5143.4
1204447,1208758,4596.2
1204447,1208760,2958.7
1204447,1208789,4292.7
1204447,1208809,9850.3
1204447,1208886,3675.5
1204447,1208941,9223.3
1204447,1208942,4656.7
1204447,1208943,8841.3
1204447,1208944,5038.7
1204447,1208945,8466.0
1204447,1209020,6272.1
1204447,1210141,8144.7
1204447,1210440,1694.4
1204447,1210441,5841.9
1204447,1210477,5380.1
1204447,1210478,5736.1
1204447,1210479,10822.5
1204447,1210488,6785.8
1204447,1210491,9744.2
1204447,1210523,7367.4
1204447,1210527,9160.7
1204447,1210543,8810.2
1204447,1210551,8654.1
1204447,1210560,8373.7
1204447,1210573,8704.5
1204447,1210582,9365.7
1204447,1210590,10098.1
1204447,1210598,10707.7
1204447,1210749,7228.3
1204447,1210926,10403.2
1204447,1210972,6782.7
1204447,1210974,8284.7
1204447,1210991,8784.8
1204447,1210993,6281.2
1204447,1211075,10850.2
1204447,1211107,12339.8
1204447,1211816,5004.1
1204447,1211829,2663.9
1204447,1213527,10348.9
1204447,1213570,4508.4
1204447,1213571,7420.8
1204447,1213699,9034.6
1204447,1213700,6756.4
1204447,1218847,10309.4
1204447,1218848,10633.4
1204447,1219212,9238.5
1204447,1219213,9337.2
1204453,1204428,7279.4
1204453,1204442,5709.6
1204453,1204447,8413.9
1204453,1204453,0.0
1204453,1204458,4495.4
1204453,1204472,976.3
1204453,1204478,7665.8
1204453,1204486,1935.7
1204453,1204501,2402.1
1204453,1204507,5383.1
1204453,1204515,4282.4
1204453,1204521,8819.5
1204453,1204532,4670.3
1204453,1204538,7294.6
1204453,1204546,6536.1
1204453,1204552,10072.5
1204453,1204559,6804.7
1204453,1204565,8901.7
1204453,1204571,7970.2
1204453,1204586,8369.4
1204453,1204615,9909.6
1204453,1204632,10221.4
1204453,1204638,10808.2
1204453,1208701,10814.3
1204453,1208703,5388.7
1204453,1208758,4841.5
1204453,1208760,11373.0
1204453,1208789,4755.4
1204453,1208809,10313.0
1204453,1208941,9686.1
1204453,1208942,5119.4
1204453,1208943,9304.1
1204453,1208944,5501.5
1204453,1208945,8928.7
1204453,1209020,6734.8
1204453,1210141,9754.9
1204453,1210440,10108.7
1204453,1210441,6087.2
1204453,1210477,5842.8
1204453,1210478,6198.9
1204453,1210488,7248.5
1204453,1210491,10206.9
1204453,1210523,7830.1
1204453,1210527,9623.4
1204453,1210543,9273.0
1204453,1210551,9116.9
1204453,1210560,8836.4
1204453,1210573,9167.2
1204453,1210582,9828.4
1204453,1210590,10560.8
1204453,1210598,11170.4
1204453,1210749,7691.0
1204453,1210972,8392.9
1204453,1210974,9894.9
1204453,1210991,10395.0
1204453,1210993,7891.5
1204453,1211107,171.3
1204453,1211816,3850.5
1204453,1211829,4275.0
1204453,1213527,9190.4
1204453,1213570,3351.6
1204453,1213571,6264.0
1204453,1213699,7877.8
1204453,1213700,5599.6
1204453,1215841,10536.9
1204458,1204301,11946.8
1204458,1204328,11322.2
1204458,1204340,11537.4
1204458,1204345,10022.0
1204458,1204384,10740.5
1204458,1204390,7234.3
1204458,1204395,9477.2
1204458,1204409,10640.9
1204458,1204428,2783.2
1204458,1204436,7036.2
1204458,1204442,12218.7
1204458,1204447,8119.7
1204458,1204453,9282.5
1204458,1204458,0.0
1204458,1204472,10250.1
1204458,1204486,11212.6
1204458,1204501,11679.0
1204458,1208701,10520.1
1204458,1208760,11078.8
1204458,1208886,11795.7
1204458,1210141,5258.8
1204458,1210440,9814.5
1204458,1210895,10935.2
1204458,1210926,7659.3
1204458,1210972,3896.8
1204458,1210974,5398.7
1204458,1210991,5898.9
1204458,1210993,3395.3
1204458,1211075,7964.2
1204458,1211107,9453.8
1204458,1211829,10784.0
1204458,1218847,7802.7
1204458,1218848,8126.6
1204458,1219212,6731.7
1204458,1219213,6830.4
1204458,1219403,9300.7
1204458,1219412,9291.3
1204458,1219436,10256.2
1204472,1204390,10754.1
1204472,1204428,6303.0
1204472,1204442,4733.2
1204472,1204447,7437.5
1204472,1204458,3519.0
1204472,1204472,0.0
1204472,1204478,6692.6
1204472,1204486,962.5
1204472,1204501,1428.9
1204472,1204507,4409.9
1204472,1204515,3309.2
1204472,1204521,7846.3
1204472,1204532,3697.1
1204472,1204538,6321.4
1204472,1204546,5564.6
1204472,1204552,9101.0
1204472,1204559,5833.2
1204472,1204565,7930.2
1204472,1204571,6998.7
1204472,1204586,7397.9
1204472,1204607,10037.5
1204472,1204615,8938.1
1204472,1204632,9249.9
1204472,1204638,9836.7
1204472,1208701,9837.9
1204472,1208703,4412.3
1204472,1208758,3865.1
1204472,1208760,10396.6
1204472,1208789,3779.0
1204472,1208809,9336.6
1204472,1208941,8709.7
1204472,1208942,4143.0
1204472,1208943,8327.7
1204472,1208944,4525.1
1204472,1208945,7952.3
1204472,1209020,5758.4
1204472,1210141,8778.5
1204472,1210440,9132.3
1204472,1210441,5110.8
1204472,1210477,4866.4
1204472,1210478,5222.5
1204472,1210479,10308.9
1204472,1210488,6272.1
1204472,1210491,9230.5
1204472,1210523,6853.7
1204472,1210527,8647.0
1204472,1210543,8296.6
1204472,1210551,8140.5
1204472,1210560,7860.0
1204472,1210573,8190.8
1204472,1210582,8852.0
1204472,1210590,9584.4
1204472,1210598,10194.0
1204472,1210749,6714.6
1204472,1210972,7416.5
1204472,1210974,8918.5
1204472,1210991,9418.6
1204472,1210993,6915.1
1204472,1211075,11484.0
1204472,1211816,2874.1
1204472,1211829,3298.6
1204472,1213527,8218.9
1204472,1213570,2378.4
1204472,1213571,5290.8
1204472,1213699,6904.6
1204472,1213700,4626.4
1204472,1215841,9560.5
1204472,1219212,10054.6
1204472,1219213,10153.3
1204478,1204390,9171.2
1204478,1204428,4720.1
1204478,1204436,8973.1
1204478,1204442,3150.4
1204478,1204447,5854.6
1204478,1204453,11219.4
1204478,1204458,1936.1
1204478,1204472,7985.0
1204478,1204478,0.0
1204478,1204486,2357.1
1204478,1204501,2823.6
1204478,1204507,5804.5
1204478,1204515,4703.8
1204478,1204521,9240.9
1204478,1204532,5091.7
1204478,1204538,7716.0
1204478,1204546,6959.3
1204478,1204559,7227.8
1204478,1204565,9324.8
1204478,1204571,8393.4
1204478,1204586,8792.5
1204478,1204615,10332.8
1204478,1208701,8255.0
1204478,1208703,5054.1
1204478,1208758,4506.8
1204478,1208760,8813.7
1204478,1208789,4420.7
1204478,1208809,9978.4
1204478,1208886,9530.6
1204478,1208941,9351.4
1204478,1208942,4784.8
1204478,1208943,8969.4
1204478,1208944,5166.8
1204478,1208945,8594.0
1204478,1209020,6400.2
1204478,1210141,7195.7
1204478,1210440,7549.4
1204478,1210441,5752.6
1204478,1210477,5508.2
1204478,1210478,5864.2
1204478,1210488,6913.9
1204478,1210491,9872.3
1204478,1210523,7495.4
1204478,1210527,9288.8
1204478,1210543,8938.3
1204478,1210551,8782.2
1204478,1210560,8501.8
1204478,1210573,8832.6
1204478,1210582,9493.7
1204478,1210590,10226.1
1204478,1210598,10835.8
1204478,1210749,7356.4
1204478,1210926,9455.1
1204478,1210972,5833.7
1204478,1210974,7335.6
1204478,1210991,7835.8
1204478,1210993,5332.2
1204478,1211075,9901.2
1204478,1211107,11390.7
1204478,1211816,1291.3
1204478,1211829,1715.7
1204478,1213527,9613.6
1204478,1213570,3773.1
1204478,1213571,6685.5
1204478,1213699,8299.3
1204478,1213700,6021.1
1204478,1218847,9542.7
1204478,1218848,9866.7
1204478,1219212,8471.8
1204478,1219213,8570.5
1204486,1204442,8880.4
1204486,1204458,7666.1
1204486,1204478,5730.0
1204486,1204486,0.0
1204486,1204501,466.3
1204486,1204507,3447.3
1204486,1204515,2346.5
1204486,1204521,6883.7
1204486,1204532,2734.5
1204486,1204538,5358.7
1204486,1204546,4602.0
1204486,1204552,8138.4
1204486,1204559,4870.6
1204486,1204565,6967.6
1204486,1204571,6036.1
1204486,1204586,6435.3
1204486,1204607,9074.9
1204486,1204615,7975.5
1204486,1204632,8287.3
1204486,1204638,8874.1
1204486,1204672,10211.9
1204486,1204682,10621.8
1204486,1208703,8207.7
1204486,1208758,7660.5
1204486,1208789,7574.4
1204486,1208809,9649.0
1204486,1208941,9022.0
1204486,1208942,7938.4
1204486,1208943,8640.0
1204486,1208944,8320.4
1204486,1208945,8264.7
1204486,1209020,9553.8
1204486,1210441,8906.2
1204486,1210477,8661.8
1204486,1210478,9017.8
1204486,1210488,10067.5
1204486,1210491,10147.5
1204486,1210523,7770.7
1204486,1210527,9564.0
1204486,1210543,8862.3
1204486,1210551,9057.5
1204486,1210560,8777.0
1204486,1210573,9107.8
1204486,1210582,9769.0
1204486,1210749,7027.0
1204486,1211816,7021.3
1204486,1211829,7445.8
1204486,1213527,7256.3
1204486,1213570,1415.8
1204486,1213571,4328.2
1204486,1213699,5942.0
1204486,1213700,3663.8
1204486,1215841,9244.5
1204486,1215849,9942.6
1204486,1215855,11045.3
1204501,1204428,9983.7
1204501,1204442,8413.9
1204501,1204458,7199.7
1204501,1204478,5263.5
1204501,1204486,7620.7
1204501,1204501,0.0
1204501,1204507,2980.8
1204501,1204515,1880.1
1204501,1204521,6417.2
1204501,1204532,2268.0
1204501,1204538,4892.3
1204501,1204546,4136.5
1204501,1204552,7672.8
1204501,1204559,4405.0
1204501,1204565,6502.0
1204501,1204571,5570.5
1204501,1204577,10296.9
1204501,1204586,5969.7
1204501,1204607,8609.3
1204501,1204615,7509.9
1204501,1204632,7821.7
1204501,1204638,8408.5
1204501,1204672,9746.3
1204501,1204682,10156.2
1204501,1208703,7741.2
1204501,1208758,7194.0
1204501,1208789,7107.9
1204501,1208809,9182.5
1204501,1208941,8555.6
1204501,1208942,7471.9
1204501,1208943,8173.6
1204501,1208944,7854.0
1204501,1208945,7798.2
1204501,1209020,9087.3
1204501,1210441,8439.7
1204501,1210477,8195.3
1204501,1210478,8551.4
1204501,1210488,9601.0
1204501,1210491,9681.0
1204501,1210523,7304.2
1204501,1210527,9097.5
1204501,1210543,8395.9
1204501,1210551,8591.0
1204501,1210560,8310.5
1204501,1210573,8641.3
1204501,1210582,9302.5
1204501,1210590,10034.9
1204501,1210598,10644.5
1204501,1210749,6560.6
1204501,1210993,10595.8
